order_id,supplier,region,product_category,carrier,order_date,promised_date,actual_delivery_date,units,defect_flag
ORD-105772,SUP-002,Southeast,Home Goods,CarrierB,24-Jul-2024,2024-07-26,2024-07-26,128,0
ORD-102970,SUP-007,Northeast,Apparel,CarrierB,08/30/2024,2024-09-09,2024-09-09,257,0
ORD-102615,SUP-013,Southeast,Home Goods,CarrierB,2024-12-24,2024-12-31,2024-12-31,180,0
ORD-100005,SUP-019,Southeast,Industrial Parts,CarrierD,2024/12/10,2024-12-12,2024-12-12,52,0
ORD-104477,SUP-014,Northeast,Home Goods,CarrierC,2024/12/21,2024-12-28,2024-12-28,12,0
ORD-104108,SUP-007,Midwest,Office Supplies,CarrierB,2024/10/05,2024-10-12,2024-10-12,207,0
ORD-101379,SUP-007,Southeast,Apparel,CarrierB,2024-01-07,2024-01-12,2024-01-12,38,0
ORD-100616,SUP-018,West,Office Supplies,CarrierD,2024-03-25,2024-04-01,2024-04-01,164,0
ORD-100575,SUP-011,West,Perishables,CarrierB,2024/05/06,2024-05-11,2024-05-11,179,0
ORD-100976,SUP-005,Northeast,Office Supplies,CarrierD,09-Nov-2024,2024-11-16,2024-11-16,21,0
ORD-100639,SUP-020,West,Office Supplies,CarrierC,01/10/2024,2024-01-17,2024-01-17,97,0
ORD-103016,SUP-007,West,Perishables,CarrierC,09/17/2024,2024-09-19,2024-09-18,309,0
ORD-104165,SUP-003,Midwest,Electronics,CarrierB,02-Jun-2024,2024-06-04,2024-06-04,170,0
ORD-101377,SUP-016,Southwest,Home Goods,CarrierD,29-Jun-2024,2024-07-04,2024-07-04,445,0
ORD-103414,SUP-007,West,Perishables,CarrierB,09-Aug-2024,2024-08-12,2024-08-16,309,0
ORD-105182,SUP-017,Southwest,Perishables,CarrierA,2024-03-15,2024-03-25,2024-03-27,43,0
ORD-100288,SUP-006,Southwest,Apparel,CarrierD,2024/07/18,2024-07-28,2024-08-01,68,0
ORD-100513,SUP-019,Northeast,Industrial Parts,CarrierB,02/29/2024,2024-03-07,2024-03-06,93,0
ORD-104867,SUP-013,Northeast,Perishables,CarrierB,21-Nov-2024,2024-11-26,2024-11-26,395,0
ORD-100987,SUP-010,West,Apparel,CarrierA,23-Aug-2024,2024-08-25,2024-08-25,440,0
ORD-100432,SUP-004,Southwest,Electronics,CarrierA,29-Aug-2024,2024-09-05,2024-09-09,96,0
ORD-100588,SUP-019,Southeast,Home Goods,CarrierD,12/06/2024,2024-12-08,2024-12-08,209,0
ORD-102506,SUP-009,Midwest,Home Goods,CarrierB,2024-10-05,2024-10-15,2024-10-15,327,0
ORD-102233,SUP-017,,Electronics,CarrierC,2024-04-18,2024-04-21,2024-04-21,216,0
ORD-102754,SUP-003,Northeast,Apparel,CarrierC,02/25/2024,2024-03-03,2024-03-02,40,0
ORD-100847,SUP-011,Northeast,Perishables,CarrierC,09/08/2024,2024-09-18,2024-09-18,76,1
ORD-101703,SUP-013,Northeast,Industrial Parts,CarrierC,2024-12-24,2025-01-03,2025-01-03,297,0
ORD-104268,SUP-003,Midwest,Electronics,CarrierB,03/01/2024,2024-03-04,2024-03-07,498,1
ORD-100062,SUP-010,West,Office Supplies,CarrierA,19-Jul-2024,2024-07-29,2024-07-29,433,0
ORD-101156,SUP-014,Northeast,Home Goods,CarrierA,03/09/2024,2024-03-16,2024-03-16,389,0
ORD-104894,SUP-018,Northeast,Apparel,CarrierB,09/15/2024,2024-09-20,2024-09-20,220,0
ORD-102402,SUP-004,West,Apparel,CarrierA,2024-06-19,2024-06-29,2024-06-28,431,0
ORD-101560,SUP-005,Midwest,Industrial Parts,CarrierC,10/16/2024,2024-10-23,2024-10-23,224,0
ORD-100108,SUP-017,Midwest,Home Goods,CarrierB,2024-06-22,2024-07-02,2024-07-02,148,0
ORD-100517,SUP-009,West,Home Goods,CarrierD,05/06/2024,2024-05-11,2024-05-10,283,0
ORD-100923,SUP-018,Southwest,Electronics,CarrierA,28-May-2024,2024-06-07,2024-06-06,56,0
ORD-104942,SUP-007,Southeast,Electronics,CarrierB,10-Mar-2024,2024-03-20,2024-03-20,45,0
ORD-105576,SUP-013,Southeast,Office Supplies,CarrierA,2024-06-21,2024-06-26,2024-06-26,458,0
ORD-101356,SUP-011,West,Electronics,CarrierC,2024-04-28,2024-04-30,2024-04-30,8,0
ORD-104260,SUP-003,Southeast,Office Supplies,CarrierB,01-Apr-2024,2024-04-04,2024-04-06,480,0
ORD-101768,SUP-011,Midwest,Perishables,CarrierD,06/09/2024,2024-06-11,2024-06-21,77,0
ORD-101796,SUP-009,Southeast,Industrial Parts,CarrierB,22-Dec-2024,2024-12-24,2024-12-28,371,0
ORD-103817,SUP-001,Northeast,Office Supplies,CarrierD,2024/08/29,2024-09-01,2024-09-07,488,0
ORD-104067,SUP-012,Northeast,Office Supplies,CarrierA,2024/08/23,2024-08-26,2024-08-26,399,0
ORD-105358,SUP-011,Southwest,Apparel,CarrierA,02/13/2024,2024-02-16,2024-02-16,238,0
ORD-104736,SUP-012,Southwest,Industrial Parts,CarrierD,2024-02-05,2024-02-12,2024-02-14,183,0
ORD-105733,SUP-007,West,Office Supplies,CarrierA,2024-01-20,2024-01-27,2024-01-26,333,0
ORD-105360,SUP-004,,Office Supplies,CarrierC,07-Jul-2024,2024-07-09,2024-07-09,386,0
ORD-101963,SUP-009,Northeast,Home Goods,CarrierB,2024/12/18,2024-12-21,2024-12-21,12,0
ORD-105283,SUP-015,Midwest,Industrial Parts,CarrierA,2024-08-16,2024-08-23,2024-08-23,133,0
ORD-103881,SUP-013,West,Electronics,CarrierD,2024-07-16,2024-07-19,2024-07-19,357,0
ORD-104545,SUP-010,Southeast,Apparel,CarrierC,12/07/2024,2024-12-12,2024-12-12,326,0
ORD-103675,SUP-013,Midwest,Perishables,CarrierC,2024-05-31,2024-06-03,2024-06-02,361,0
ORD-100348,SUP-020,Midwest,Home Goods,CarrierB,09/23/2024,2024-09-30,2024-09-30,239,0
ORD-101926,SUP-003,Midwest,Apparel,CarrierA,2024-02-24,2024-02-27,2024-02-27,103,0
ORD-101456,SUP-008,Southwest,Home Goods,CarrierD,2024-05-26,2024-06-05,2024-06-05,457,0
ORD-104157,SUP-014,Southeast,Electronics,CarrierB,2024-11-03,2024-11-08,2024-11-08,403,0
ORD-100701,SUP-003,Southeast,Industrial Parts,CarrierA,2024/10/24,2024-10-26,2024-10-29,179,0
ORD-102023,SUP-013,Midwest,Home Goods,CarrierD,2024-05-07,2024-05-09,2024-05-09,420,0
ORD-103552,SUP-011,Midwest,Office Supplies,CarrierB,01/07/2024,2024-01-14,2024-01-14,26,0
ORD-102748,SUP-006,Southwest,Office Supplies,CarrierD,2024/04/15,2024-04-25,2024-04-27,31,0
ORD-100686,SUP-013,Northeast,Apparel,CarrierC,12/22/2024,2024-12-29,2024-12-28,243,0
ORD-102819,SUP-020,Midwest,Perishables,CarrierB,11-Dec-2024,2024-12-18,2024-12-21,191,0
ORD-105112,SUP-008,West,Perishables,CarrierB,2024-08-01,2024-08-08,2024-08-08,149,0
ORD-104298,SUP-003,West,Electronics,CarrierB,2024/02/02,2024-02-04,2024-02-04,307,0
ORD-104140,SUP-013,Southwest,Perishables,CarrierB,10/14/2024,2024-10-19,2024-10-20,141,0
ORD-104169,SUP-004,Southwest,Apparel,CarrierC,14-Nov-2024,2024-11-16,2024-11-16,112,0
ORD-103759,SUP-004,Southeast,Office Supplies,CarrierB,10-Jul-2024,2024-07-13,2024-07-13,499,0
ORD-104853,SUP-001,Southwest,Home Goods,CarrierB,2024-11-16,2024-11-19,,101,0
ORD-100643,SUP-013,West,Industrial Parts,CarrierD,2024-02-12,2024-02-15,2024-02-15,198,0
ORD-104197,SUP-015,West,Apparel,CarrierD,11/02/2024,2024-11-07,2024-11-10,20,0
ORD-103189,SUP-006,Midwest,Office Supplies,CarrierB,03/11/2024,2024-03-16,2024-03-22,189,0
ORD-101144,SUP-020,West,Industrial Parts,CarrierA,24-Jul-2024,2024-07-27,2024-07-26,264,0
ORD-103381,SUP-010,Midwest,Perishables,CarrierD,2024-10-13,2024-10-15,2024-10-15,299,0
ORD-101019,SUP-010,West,Perishables,CarrierB,05/10/2024,2024-05-20,2024-05-20,18,0
ORD-102824,SUP-019,Midwest,Electronics,CarrierB,07/29/2024,2024-08-08,2024-08-12,56,0
ORD-101710,SUP-018,Southeast,Apparel,CarrierD,2024-07-06,2024-07-13,2024-07-13,88,0
ORD-102192,SUP-020,West,Electronics,CarrierA,21-Sep-2024,2024-09-24,2024-09-23,285,0
ORD-102539,SUP-020,Midwest,Perishables,CarrierB,2024/12/01,2024-12-08,2024-12-08,412,0
ORD-104195,SUP-018,Northeast,Apparel,CarrierB,11-Sep-2024,2024-09-16,2024-09-15,169,0
ORD-102984,SUP-013,Southwest,Apparel,CarrierD,2024/10/23,2024-10-30,2024-10-29,386,0
ORD-105213,SUP-006,Midwest,Industrial Parts,CarrierB,05/05/2024,2024-05-15,2024-05-15,482,0
ORD-102209,SUP-007,Northeast,Apparel,CarrierD,18-Nov-2024,2024-11-23,2024-11-22,293,0
ORD-100054,SUP-013,West,Industrial Parts,CarrierB,2024/11/16,2024-11-19,2024-11-18,250,1
ORD-103512,SUP-012,Southwest,Industrial Parts,CarrierC,30-Aug-2024,2024-09-02,2024-09-02,173,0
ORD-100094,SUP-016,Midwest,Apparel,CarrierA,10/10/2024,2024-10-13,2024-10-12,222,0
ORD-105622,SUP-002,Southeast,Electronics,CarrierA,2024-03-14,2024-03-24,2024-03-29,324,0
ORD-104537,SUP-003,West,Apparel,CarrierC,2024-03-12,2024-03-22,2024-03-22,52,1
ORD-104540,SUP-007,West,Home Goods,CarrierC,07/05/2024,2024-07-12,2024-07-12,55,0
ORD-103660,SUP-011,Southeast,Home Goods,CarrierA,2024-01-10,2024-01-13,2024-01-12,286,0
ORD-104461,SUP-016,West,Electronics,CarrierB,2024/07/05,2024-07-15,2024-07-15,207,0
ORD-104192,SUP-014,West,Perishables,CarrierD,12-Jan-2024,2024-01-15,2024-01-15,364,0
ORD-101074,SUP-008,Southwest,Office Supplies,CarrierC,2024/09/10,2024-09-15,2024-09-15,419,0
ORD-101685,SUP-008,West,Perishables,CarrierA,06-Jan-2024,2024-01-11,2024-01-11,104,0
ORD-103160,SUP-019,Northeast,Office Supplies,CarrierC,2024/11/20,2024-11-25,2024-11-25,176,0
ORD-101139,SUP-003,Southwest,Electronics,CarrierC,03/02/2024,2024-03-04,2024-03-08,369,0
ORD-105630,SUP-008,Midwest,Office Supplies,CarrierA,09/26/2024,2024-09-29,2024-09-29,123,0
ORD-101399,SUP-007,Southwest,Perishables,CarrierC,2024/12/07,2024-12-10,2024-12-10,31,0
ORD-101827,SUP-010,Midwest,Perishables,CarrierA,2024/05/28,2024-06-02,2024-06-06,123,0
ORD-103450,SUP-011,Southeast,Office Supplies,CarrierA,2024-06-01,2024-06-08,2024-06-08,297,0
ORD-102762,SUP-016,Southwest,Electronics,CarrierD,20-Apr-2024,2024-04-30,2024-04-30,242,0
ORD-102429,SUP-006,Southeast,Apparel,CarrierC,2024-07-29,2024-08-03,2024-08-05,377,0
ORD-102851,SUP-007,,Apparel,CarrierB,2024-06-01,2024-06-08,2024-06-07,110,0
ORD-104274,SUP-014,Midwest,Home Goods,CarrierB,2024/04/11,2024-04-13,2024-04-13,8,0
ORD-103770,SUP-007,Northeast,Office Supplies,CarrierC,2024/07/31,2024-08-02,2024-08-02,313,0
ORD-105480,SUP-006,Midwest,Electronics,CarrierA,2024-04-26,2024-05-06,2024-05-06,124,0
ORD-100349,SUP-009,West,Perishables,CarrierC,2024-08-10,2024-08-20,2024-08-20,185,0
ORD-104248,SUP-011,West,Industrial Parts,CarrierC,2024-04-11,2024-04-16,2024-04-16,45,0
ORD-103982,SUP-016,Midwest,Office Supplies,CarrierB,2024-09-18,2024-09-28,2024-09-28,39,0
ORD-102827,SUP-001,Southeast,Apparel,CarrierB,2024-06-30,2024-07-02,2024-07-05,324,0
ORD-100244,SUP-010,Southwest,Home Goods,CarrierB,2024/05/15,2024-05-17,2024-05-17,307,0
ORD-100959,SUP-020,Midwest,Electronics,CarrierD,19-Aug-2024,2024-08-22,2024-08-22,468,0
ORD-100434,SUP-005,Southwest,Electronics,CarrierC,21-Mar-2024,2024-03-31,2024-03-31,388,0
ORD-103392,SUP-018,Southwest,Office Supplies,CarrierA,2024/09/09,2024-09-12,2024-09-12,366,0
ORD-101832,SUP-012,Southeast,Office Supplies,CarrierC,16-Jan-2024,2024-01-19,2024-01-21,126,0
ORD-105350,SUP-008,,Electronics,CarrierC,08-Jul-2024,2024-07-13,2024-07-12,105,0
ORD-101624,SUP-008,Southwest,Apparel,CarrierD,2024/06/08,2024-06-13,2024-06-17,462,0
ORD-105122,SUP-005,Southwest,Home Goods,CarrierD,2024-07-24,2024-08-03,2024-08-03,35,0
ORD-104941,SUP-020,Northeast,Office Supplies,CarrierC,11-Mar-2024,2024-03-14,2024-03-13,183,0
ORD-103508,SUP-017,West,Office Supplies,CarrierB,2024/12/11,2024-12-14,2024-12-13,78,0
ORD-101637,SUP-018,Southeast,Apparel,CarrierA,08/24/2024,2024-08-31,2024-09-15,139,0
ORD-100711,SUP-016,Northeast,Electronics,CarrierB,04/16/2024,2024-04-19,2024-04-18,425,0
ORD-102181,SUP-013,Midwest,Office Supplies,CarrierB,02-May-2024,2024-05-12,2024-05-12,257,0
ORD-104098,SUP-013,Southwest,Perishables,CarrierB,10/27/2024,2024-11-03,2024-11-03,488,0
ORD-100495,SUP-019,Southwest,Industrial Parts,CarrierD,2024/06/28,2024-07-01,2024-07-01,15,0
ORD-100600,SUP-020,Southwest,Perishables,CarrierB,15-Dec-2024,2024-12-22,2024-12-29,269,0
ORD-102947,SUP-010,Southwest,Office Supplies,CarrierC,2024-08-14,2024-08-19,2024-08-19,112,0
ORD-104352,SUP-016,Southwest,Apparel,CarrierA,06-Feb-2024,2024-02-11,2024-02-11,214,0
ORD-100840,SUP-015,Northeast,Electronics,CarrierD,02/19/2024,2024-02-29,2024-02-29,450,1
ORD-105997,SUP-010,Southeast,Electronics,CarrierB,28-May-2024,2024-06-02,2024-06-02,235,0
ORD-103282,SUP-008,Southwest,Electronics,CarrierD,11/09/2024,2024-11-19,2024-11-19,238,0
ORD-102896,SUP-018,West,Office Supplies,CarrierD,04/29/2024,2024-05-09,2024-05-09,465,0
ORD-104734,SUP-017,Southwest,Perishables,CarrierC,2024-12-14,2024-12-16,2024-12-19,306,0
ORD-100906,SUP-020,Southeast,Electronics,CarrierD,2024/01/30,2024-02-09,2024-02-09,248,0
ORD-104204,SUP-002,West,Apparel,CarrierB,24-Aug-2024,2024-09-03,2024-09-03,131,0
ORD-104152,SUP-007,Northeast,Electronics,CarrierB,2024-12-23,2024-12-28,2025-01-03,218,0
ORD-101515,SUP-018,Midwest,Industrial Parts,CarrierD,2024-03-23,2024-03-26,2024-03-26,133,0
ORD-104821,SUP-006,West,Office Supplies,CarrierC,2024/07/23,2024-07-25,2024-07-27,439,0
ORD-105895,SUP-017,West,Perishables,CarrierD,05/25/2024,2024-06-04,2024-06-07,183,0
ORD-101457,SUP-007,Southwest,Industrial Parts,CarrierC,2024/02/06,2024-02-16,2024-02-16,240,0
ORD-100563,SUP-014,West,Perishables,CarrierC,2024-02-21,2024-02-28,2024-02-28,206,0
ORD-105841,SUP-011,Northeast,Home Goods,CarrierC,11/11/2024,2024-11-14,2024-11-13,116,0
ORD-101743,SUP-018,West,Industrial Parts,CarrierC,09-Jun-2024,2024-06-11,2024-06-13,417,0
ORD-103534,SUP-005,Southeast,Office Supplies,CarrierA,13-Feb-2024,2024-02-20,2024-02-20,363,0
ORD-105735,SUP-001,Northeast,Industrial Parts,CarrierC,2024-08-15,2024-08-17,2024-08-20,115,0
ORD-103384,SUP-006,Southwest,Office Supplies,CarrierC,23-Oct-2024,2024-10-25,2024-10-31,484,0
ORD-100596,SUP-001,Southeast,Home Goods,CarrierA,19-Apr-2024,2024-04-26,2024-04-26,49,0
ORD-100940,SUP-015,West,Home Goods,CarrierD,2024/11/12,2024-11-14,2024-11-14,441,0
ORD-101814,SUP-017,Southwest,Perishables,CarrierA,2024/07/06,2024-07-16,2024-07-21,94,0
ORD-101424,SUP-005,Southwest,Industrial Parts,CarrierB,01-Oct-2024,2024-10-08,2024-10-08,181,1
ORD-104049,SUP-004,Southeast,Electronics,CarrierB,2024/05/20,2024-05-30,2024-06-20,12,0
ORD-102379,SUP-009,Southwest,Home Goods,CarrierD,03/14/2024,2024-03-21,2024-03-21,331,0
ORD-100839,SUP-017,West,Perishables,CarrierB,2024-07-26,2024-07-29,2024-08-05,84,0
ORD-100344,SUP-008,Northeast,Home Goods,CarrierD,11/08/2024,2024-11-15,2024-11-15,271,0
ORD-102514,SUP-020,Southeast,Electronics,CarrierC,2024/10/23,2024-11-02,2024-11-02,471,0
ORD-102354,SUP-010,Southwest,Apparel,CarrierC,01/21/2024,2024-01-24,2024-01-24,290,0
ORD-100778,SUP-002,Midwest,Office Supplies,CarrierD,06/06/2024,2024-06-11,2024-06-11,378,0
ORD-104503,SUP-016,Southeast,Electronics,CarrierB,2024-04-22,2024-04-27,2024-04-27,106,0
ORD-104703,SUP-008,Midwest,Home Goods,CarrierA,21-Apr-2024,2024-04-24,2024-04-24,177,0
ORD-105287,SUP-010,Midwest,Perishables,CarrierB,2024-11-04,2024-11-14,2024-11-14,153,0
ORD-100857,SUP-020,West,Industrial Parts,CarrierB,2024/08/24,2024-09-03,2024-09-03,266,0
ORD-103257,SUP-018,Midwest,,CarrierD,2024-03-05,2024-03-08,2024-03-07,357,0
ORD-103779,SUP-016,Southwest,Office Supplies,CarrierD,19-Aug-2024,2024-08-22,2024-08-22,410,0
ORD-103204,SUP-011,West,Home Goods,CarrierB,2024/03/23,2024-03-30,2024-03-30,138,0
ORD-105229,SUP-012,West,Apparel,CarrierB,07/23/2024,2024-07-26,2024-07-29,233,0
ORD-105470,SUP-019,Northeast,Home Goods,CarrierD,24-Nov-2024,2024-12-04,2024-12-04,213,0
ORD-104913,SUP-017,Southwest,Office Supplies,CarrierD,10/11/2024,2024-10-14,2024-10-14,311,0
ORD-100726,SUP-005,Southeast,Office Supplies,CarrierC,2024-04-02,2024-04-07,2024-04-06,472,0
ORD-101875,SUP-009,Northeast,Home Goods,CarrierD,12/15/2024,2024-12-17,2024-12-17,492,0
ORD-103370,SUP-007,Southeast,Industrial Parts,CarrierD,2024-02-18,2024-02-28,2024-02-28,288,0
ORD-104950,SUP-004,Northeast,Apparel,CarrierC,2024-05-05,2024-05-15,2024-05-15,337,0
ORD-104723,SUP-013,Midwest,Industrial Parts,CarrierD,18-Sep-2024,2024-09-23,2024-09-22,33,0
ORD-101831,SUP-013,Northeast,Apparel,CarrierA,2024/02/21,2024-02-23,2024-02-22,224,0
ORD-100275,SUP-013,Northeast,Industrial Parts,CarrierB,2024-04-03,2024-04-10,2024-04-10,485,0
ORD-103731,SUP-010,Southeast,Apparel,CarrierA,18-Nov-2024,2024-11-25,2024-11-24,78,0
ORD-103051,SUP-007,Southwest,Industrial Parts,CarrierD,02-May-2024,2024-05-09,2024-05-11,253,0
ORD-103037,SUP-014,Southeast,Office Supplies,CarrierB,2024-06-11,2024-06-14,2024-06-18,95,0
ORD-101850,SUP-020,Midwest,Industrial Parts,CarrierD,16-Jun-2024,2024-06-19,2024-06-19,69,0
ORD-104291,SUP-012,Northeast,Industrial Parts,CarrierD,2024-02-10,2024-02-15,2024-02-15,318,0
ORD-101532,SUP-010,West,Apparel,CarrierB,2024-01-28,2024-01-30,2024-01-30,375,0
ORD-104224,SUP-020,Northeast,Industrial Parts,CarrierB,2024-03-21,2024-03-31,2024-03-30,489,0
ORD-101102,SUP-001,West,Electronics,CarrierA,06-Apr-2024,2024-04-09,2024-04-10,62,0
ORD-100329,SUP-017,Southeast,Perishables,CarrierD,08/18/2024,2024-08-23,2024-08-29,226,0
ORD-101381,SUP-012,Southwest,Electronics,CarrierB,2024-09-28,2024-10-08,2024-10-08,258,0
ORD-103012,SUP-018,Northeast,Apparel,CarrierB,2024/01/14,2024-01-21,2024-01-21,256,0
ORD-104060,SUP-012,West,Office Supplies,CarrierD,2024/05/04,2024-05-07,2024-05-12,452,0
ORD-105245,SUP-004,Midwest,Electronics,CarrierB,25-Aug-2024,2024-08-28,2024-08-30,160,0
ORD-103327,SUP-011,West,Office Supplies,CarrierA,12-Feb-2024,2024-02-22,2024-02-21,84,0
ORD-104651,SUP-018,West,Home Goods,CarrierD,2024/07/20,2024-07-22,2024-07-22,184,0
ORD-104036,SUP-003,West,Industrial Parts,CarrierB,2024-07-22,2024-07-29,2024-07-29,367,0
ORD-105882,SUP-012,Southeast,Perishables,CarrierB,2024/01/29,2024-01-31,2024-02-10,343,1
ORD-100996,SUP-012,Northeast,Industrial Parts,CarrierB,24-Jul-2024,2024-07-27,2024-07-27,58,0
ORD-103446,SUP-018,Southwest,Industrial Parts,CarrierB,2024-04-02,2024-04-04,2024-04-04,161,0
ORD-105015,SUP-014,Midwest,Home Goods,CarrierB,19-Oct-2024,2024-10-26,2024-10-26,16,0
ORD-100796,SUP-013,Northeast,Perishables,CarrierB,2024-04-01,2024-04-03,2024-04-02,115,0
ORD-100123,SUP-004,Midwest,Industrial Parts,CarrierA,25-Aug-2024,2024-09-04,2024-09-04,226,0
ORD-104262,SUP-006,Northeast,Electronics,CarrierD,26-Sep-2024,2024-10-06,2024-10-06,226,0
ORD-102010,SUP-013,Southwest,Office Supplies,CarrierB,02/09/2024,2024-02-14,2024-02-13,376,0
ORD-101966,SUP-008,,Office Supplies,CarrierB,2024/10/27,2024-11-03,2024-11-03,442,0
ORD-104630,SUP-019,Southwest,Industrial Parts,CarrierA,04/25/2024,2024-04-30,2024-04-30,247,0
ORD-104589,SUP-008,West,Home Goods,CarrierC,07/31/2024,2024-08-10,2024-08-16,58,0
ORD-104983,SUP-007,Southwest,Home Goods,CarrierA,27-Apr-2024,2024-05-02,2024-05-01,343,0
ORD-102165,SUP-019,Southwest,Industrial Parts,CarrierB,2024/07/25,2024-07-30,2024-07-29,95,0
ORD-103798,SUP-016,Southeast,Office Supplies,CarrierA,2024-10-30,2024-11-02,2024-11-02,64,0
ORD-103031,SUP-012,Southeast,Electronics,CarrierD,2024/01/28,2024-02-02,2024-02-01,211,0
ORD-101683,SUP-016,Midwest,Electronics,CarrierC,2024-02-21,2024-02-26,2024-02-26,41,0
ORD-104261,SUP-019,Southeast,Apparel,CarrierC,13-Dec-2024,2024-12-20,2024-12-20,74,0
ORD-103993,SUP-009,West,Electronics,CarrierB,12/11/2024,2024-12-21,2024-12-22,390,0
ORD-105753,SUP-001,West,Industrial Parts,CarrierC,2024/06/17,2024-06-19,2024-06-26,67,0
ORD-101051,SUP-010,Midwest,Industrial Parts,CarrierA,13-Jul-2024,2024-07-23,2024-07-23,395,0
ORD-103571,SUP-018,,Home Goods,CarrierD,11/11/2024,2024-11-16,2024-11-16,454,0
ORD-103747,SUP-008,Northeast,Office Supplies,CarrierA,30-Mar-2024,2024-04-06,2024-04-06,251,0
ORD-105136,SUP-014,Northeast,Home Goods,CarrierA,27-Dec-2024,2024-12-30,2024-12-29,77,0
ORD-105668,SUP-003,Midwest,Home Goods,CarrierC,2024/09/27,2024-09-29,2024-09-29,389,0
ORD-105993,SUP-020,Southwest,Perishables,CarrierD,2024/09/06,2024-09-09,2024-09-09,354,0
ORD-105891,SUP-016,Northeast,Electronics,CarrierA,06/14/2024,2024-06-17,2024-06-17,14,0
ORD-100610,SUP-004,Southeast,Perishables,CarrierD,03-Apr-2024,2024-04-10,2024-04-22,149,0
ORD-101909,SUP-001,Midwest,Office Supplies,CarrierC,2024-06-17,2024-06-27,2024-07-02,20,0
ORD-100019,SUP-001,Southwest,Perishables,CarrierA,2024-03-10,2024-03-12,2024-03-17,223,0
ORD-100134,SUP-010,Northeast,Apparel,CarrierC,23-May-2024,2024-06-02,2024-06-01,484,0
ORD-100560,SUP-007,Northeast,,CarrierA,08/06/2024,2024-08-13,2024-08-13,104,0
ORD-100910,SUP-013,Southeast,Apparel,CarrierB,03-May-2024,2024-05-06,2024-05-06,115,0
ORD-105620,SUP-003,Northeast,Apparel,CarrierB,2024-07-15,2024-07-25,2024-07-25,170,0
ORD-100717,SUP-014,West,Home Goods,CarrierD,2024-04-12,2024-04-19,2024-04-19,330,1
ORD-101584,SUP-010,Northeast,Perishables,CarrierC,09/26/2024,2024-10-06,2024-10-14,404,0
ORD-103194,SUP-007,Southwest,,CarrierB,2024/04/29,2024-05-04,2024-05-04,282,0
ORD-103698,SUP-006,West,Apparel,CarrierD,07-Jan-2024,2024-01-10,2024-01-10,164,0
ORD-102174,SUP-002,Midwest,Perishables,CarrierD,02-Apr-2024,2024-04-09,2024-04-12,16,0
ORD-104987,SUP-014,Southwest,Apparel,CarrierA,2024/01/06,2024-01-09,2024-01-11,40,0
ORD-101854,SUP-010,Northeast,Industrial Parts,CarrierA,2024/03/07,2024-03-12,2024-03-12,20,0
ORD-104359,SUP-013,Southeast,Home Goods,CarrierD,2024-05-08,2024-05-11,2024-05-18,8,0
ORD-105804,SUP-006,Southeast,Perishables,CarrierD,04/04/2024,2024-04-14,2024-04-18,276,0
ORD-101877,SUP-008,Northeast,Apparel,CarrierB,01-Mar-2024,2024-03-04,2024-03-04,4,0
ORD-104443,SUP-016,West,Industrial Parts,CarrierD,07/09/2024,2024-07-16,2024-07-15,237,0
ORD-103447,SUP-005,Southeast,Perishables,CarrierA,06-Feb-2024,2024-02-16,2024-02-16,250,0
ORD-105395,SUP-002,Southwest,Perishables,CarrierA,07/19/2024,2024-07-21,2024-08-02,298,0
ORD-105292,SUP-018,West,Electronics,CarrierA,2024-01-25,2024-01-30,2024-01-29,77,0
ORD-104730,SUP-012,Southwest,Office Supplies,CarrierD,21-Jan-2024,2024-01-26,2024-01-29,325,0
ORD-105803,SUP-015,Southwest,,CarrierA,2024/08/24,2024-09-03,2024-09-03,123,0
ORD-104219,SUP-018,West,Industrial Parts,CarrierB,05/14/2024,2024-05-21,2024-05-21,218,0
ORD-100100,SUP-015,West,Industrial Parts,CarrierC,2024/04/04,2024-04-07,2024-04-09,293,0
ORD-104542,SUP-005,Southwest,Electronics,CarrierA,2024-10-22,2024-11-01,2024-10-31,398,0
ORD-105321,SUP-018,Midwest,Perishables,CarrierD,25-Apr-2024,2024-05-05,2024-05-05,289,0
ORD-104633,SUP-006,Northeast,Office Supplies,CarrierB,29-Mar-2024,2024-04-01,2024-04-01,138,0
ORD-103039,SUP-016,West,Perishables,CarrierA,05/18/2024,2024-05-23,2024-05-23,159,0
ORD-101162,SUP-004,,Apparel,CarrierB,2024/02/16,2024-02-19,2024-02-19,286,0
ORD-102459,SUP-009,Southeast,Perishables,CarrierA,2024-10-28,2024-11-07,2024-11-10,478,0
ORD-101651,SUP-017,Southeast,Industrial Parts,CarrierB,2024/11/06,2024-11-09,2024-11-09,75,0
ORD-103307,SUP-005,Northeast,Perishables,CarrierB,17-May-2024,2024-05-20,2024-05-20,78,0
ORD-102126,SUP-001,West,Electronics,CarrierD,12/27/2024,2024-12-30,2024-12-31,212,0
ORD-103735,SUP-003,,Home Goods,CarrierB,2024/05/12,2024-05-14,2024-05-14,321,0
ORD-100210,SUP-020,West,Apparel,CarrierC,18-Apr-2024,2024-04-23,2024-04-23,28,0
ORD-104432,SUP-008,Midwest,Perishables,CarrierC,23-Dec-2024,2024-12-28,2025-01-01,495,0
ORD-103532,SUP-013,West,Apparel,CarrierB,10/10/2024,2024-10-15,2024-10-15,499,0
ORD-104424,SUP-003,Southwest,Home Goods,CarrierC,2024-10-16,2024-10-23,2024-10-22,63,0
